epoch,accuracy,loss,val_accuracy,val_loss
0,0.97907,0.06710730587460566,0.9952999949455261,0.018403779677161947
1,0.99354,0.023628873753336374,0.9944999814033508,0.018391317781846737
2,0.99464,0.018497773425736233,0.9972000122070312,0.01739258001272101
3,0.99531,0.01511097123525833,0.9983999729156494,0.010390137306100224
4,0.99592,0.013819975038493868,0.9980000257492065,0.007870989350805758
5,0.99643,0.012150087349496607,0.998199999332428,0.004861068571853684
6,0.99634,0.012695125591603428,0.9984999895095825,0.009308290456840769
7,0.99727,0.00989421854266373,0.9858999848365784,0.02806780274156481
8,0.99695,0.010432975757980167,0.9965000152587891,0.014979618826840306
9,0.99683,0.010799602209113655,1.0,0.008861465300444979
10,0.99678,0.010805512636920903,0.9975000023841858,0.007232307442712772
11,0.99653,0.01071257640735319,0.9775999784469604,0.03677251137817511
12,0.99729,0.009192278078689269,0.9987999796867371,0.009098776070466556
13,0.99732,0.009127291344620607,0.935699999332428,0.1975972981199622
14,0.99726,0.00921842571656889,0.9782000184059143,0.03534237394056399
15,0.99763,0.00845058808296817,0.9878000020980835,0.013072071524051716
16,0.99733,0.00905164248035595,0.9998000264167786,0.003112113445161958
17,0.9977,0.007879025853292114,0.9988999962806702,0.0036192090413009284
18,0.99789,0.007342423550952081,0.9991000294685364,0.006735170066085266
19,0.99779,0.007460589832707556,0.9787999987602234,0.06309355740363244
20,0.99785,0.007432905243901478,0.9962999820709229,0.013696197999040306
21,0.99726,0.008823885783581354,0.9987999796867371,0.0036219343134973317
22,0.99776,0.007595879442392907,0.9990000128746033,0.003848751381551847
23,0.99776,0.007551520727491589,0.9994000196456909,0.0031670936101552798
24,0.9982,0.006257502854127233,0.9990000128746033,0.0030156091877899596
25,0.99825,0.005849710523663379,0.9987000226974487,0.005223082536537549
26,0.99821,0.0059974988351614595,0.9987999796867371,0.004534754927229369
27,0.99842,0.005705884564759399,0.9886999726295471,0.034206084842514244
28,0.9985,0.005264490050728418,0.9998000264167786,0.006001796263488722
29,0.99819,0.006303931117119865,0.9886000156402588,0.010029256403840555
30,0.99823,0.006093520660394279,0.9991000294685364,0.004865418336878065
31,0.99833,0.005920297629585766,0.9991999864578247,0.0022206151558482818
32,0.9982,0.006050032146473022,0.9990000128746033,0.0033387908907308883
33,0.99838,0.005530544562407667,0.9995999932289124,0.0017462361208352376
34,0.99843,0.005753804372554223,0.9987000226974487,0.004979739454149967
35,0.99835,0.005654477755167973,0.9995999932289124,0.006284018686105264
36,0.99845,0.005193542383575478,0.9995999932289124,0.0018286574459343682
37,0.99858,0.005355421649468262,0.9883999824523926,0.026713319159248204
38,0.99829,0.005456689116771231,0.9998000264167786,0.0028270993787780753
39,0.99853,0.0046658212369012474,0.9995999932289124,0.005633233219999966
