epoch,loss,mse,val_loss,val_mse
0,523.3699775390625,523.37,144.05955505371094,144.05955505371094
1,462.94961889648437,462.94962,317.2383728027344,317.2383728027344
2,441.8526604003906,441.8527,860.6735229492188,860.6735229492188
3,434.3894599609375,434.38943,583.8404541015625,583.8404541015625
4,428.032263671875,428.03226,258.2234802246094,258.2234802246094
5,424.1988586425781,424.19888,179.43789672851562,179.43789672851562
6,418.5180573730469,418.5181,171.9139404296875,171.9139404296875
7,409.24386572265627,409.24384,149.90493774414062,149.90493774414062
8,404.1087272949219,404.10876,134.5515594482422,134.5515594482422
9,404.05489233398436,404.05487,125.70677947998047,125.70677947998047
10,396.74492431640624,396.7449,117.09274291992188,117.09274291992188
11,386.71289501953123,386.71292,114.27800750732422,114.27800750732422
12,382.89972900390626,382.89972,114.81124877929688,114.81124877929688
13,372.0172900390625,372.01727,115.90585327148438,115.90585327148438
14,362.57210400390625,362.57208,121.47920989990234,121.47920989990234
15,356.45812280273435,356.45813,133.9265594482422,133.9265594482422
16,346.6676845703125,346.6677,143.13824462890625,143.13824462890625
17,339.16994775390623,339.16998,149.78834533691406,149.78834533691406
18,331.6099328613281,331.60992,145.32972717285156,145.32972717285156
19,316.099138671875,316.09912,143.7312469482422,143.7312469482422
20,306.0134323730469,306.01343,143.6197509765625,143.6197509765625
21,297.7313381347656,297.73135,146.18536376953125,146.18536376953125
22,283.50700927734374,283.507,147.4954833984375,147.4954833984375
23,270.33171484375,270.33173,143.19097900390625,143.19097900390625
24,258.761033203125,258.76102,141.9178009033203,141.9178009033203
25,241.56209777832032,241.5621,137.98155212402344,137.98155212402344
26,234.99427197265624,234.99428,136.48602294921875,136.48602294921875
27,214.14754272460937,214.14755,136.76522827148438,136.76522827148438
28,201.7217003173828,201.7217,142.1129150390625,142.1129150390625
29,189.58804028320313,189.58804,136.1338348388672,136.1338348388672
30,172.82469091796875,172.82469,125.05136108398438,125.05136108398438
31,161.73344885253906,161.73344,119.7826919555664,119.7826919555664
32,146.42695611572265,146.42696,111.54827117919922,111.54827117919922
33,135.30252563476563,135.30254,98.50690460205078,98.50690460205078
34,120.22547869873047,120.22548,102.4534683227539,102.4534683227539
35,111.50425708007812,111.504265,98.42788696289062,98.42788696289062
36,100.8278413696289,100.82784,91.85920715332031,91.85920715332031
37,92.60025738525391,92.60025,61.964759826660156,61.964759826660156
38,80.09033889770508,80.09035,50.1346321105957,50.1346321105957
39,70.17428311157227,70.17428,46.40034103393555,46.40034103393555
40,59.7928899230957,59.792892,41.83628463745117,41.83628463745117
41,54.94306942749024,54.94307,36.6697998046875,36.6697998046875
42,48.43945697021484,48.43946,31.131555557250977,31.131555557250977
43,44.745940750122074,44.745937,25.480131149291992,25.480131149291992
44,39.7199906616211,39.719994,20.854839324951172,20.854839324951172
45,34.38461514282226,34.384613,18.547399520874023,18.547399520874023
46,29.139708129882813,29.13971,12.132209777832031,12.132209777832031
47,25.41297353363037,25.412973,13.644989013671875,13.644989013671875
48,24.01564978790283,24.01565,15.028326034545898,15.028326034545898
49,20.439835693359374,20.439837,6.952844619750977,6.952844619750977
50,19.724005325317382,19.724007,7.336577892303467,7.336577892303467
51,18.135857498168946,18.135857,8.495532989501953,8.495532989501953
52,16.114019775390624,16.114021,5.848918437957764,5.848918437957764
53,18.881524208068846,18.881523,4.214951992034912,4.214951992034912
54,14.715779624938964,14.715779,4.6757402420043945,4.6757402420043945
55,14.42130763244629,14.421307,2.6225149631500244,2.6225149631500244
56,13.527466529846192,13.527467,4.822250843048096,4.822250843048096
57,12.52540193939209,12.525402,4.6457743644714355,4.6457743644714355
58,13.51785800933838,13.517858,2.6221725940704346,2.6221725940704346
59,13.269888069152833,13.269888,2.886348009109497,2.886348009109497
60,14.030205825805664,14.030205,2.782655954360962,2.782655954360962
61,12.942281700134277,12.942282,1.928950309753418,1.928950309753418
62,14.001684661865234,14.001685,3.4255971908569336,3.4255971908569336
63,10.424093799591065,10.424094,2.408008337020874,2.408008337020874
64,12.607676597595216,12.607677,2.1021785736083984,2.1021785736083984
65,12.26408982849121,12.26409,2.8636646270751953,2.8636646270751953
66,10.942442184448241,10.942442,2.096196174621582,2.096196174621582
67,13.469951370239258,13.46995,1.9477510452270508,1.9477510452270508
68,12.79899607849121,12.798996,1.7349995374679565,1.7349995374679565
69,11.048610900878906,11.048611,1.6590465307235718,1.6590465307235718
70,11.880978790283203,11.880979,2.7082200050354004,2.7082200050354004
71,10.810881385803222,10.810881,1.9158544540405273,1.9158544540405273
72,12.491868614196777,12.491869,1.283739447593689,1.283739447593689
73,15.115680358886719,15.115681,1.4984318017959595,1.4984318017959595
74,10.318300170898437,10.3183,2.0737550258636475,2.0737550258636475
75,12.677645072937011,12.677645,2.606381893157959,2.606381893157959
76,9.565268943786622,9.5652685,3.267326593399048,3.267326593399048
77,9.39357814025879,9.393579,1.6218222379684448,1.6218222379684448
78,10.271959823608398,10.271959,1.3171954154968262,1.3171954154968262
79,11.343299339294434,11.343299,1.824170708656311,1.824170708656311
80,12.14250439453125,12.142504,1.0299088954925537,1.0299088954925537
81,9.315796676635742,9.315797,2.475825786590576,2.475825786590576
82,10.827975105285644,10.827974,1.2852835655212402,1.2852835655212402
83,10.606649826049805,10.606649,0.846198320388794,0.846198320388794
84,13.98829148864746,13.988291,3.1243398189544678,3.1243398189544678
85,10.445190460205078,10.44519,1.316540241241455,1.316540241241455
86,11.901258674621582,11.9012575,1.4463809728622437,1.4463809728622437
87,10.3810465965271,10.381047,2.124087333679199,2.124087333679199
88,10.565716873168945,10.565717,0.6333185434341431,0.6333185434341431
89,9.780804317474365,9.780805,1.8806045055389404,1.8806045055389404
90,9.749410110473633,9.749411,1.4379314184188843,1.4379314184188843
91,10.67319282913208,10.673193,1.214128017425537,1.214128017425537
92,8.50217823791504,8.502179,1.7270605564117432,1.7270605564117432
93,10.463708129882813,10.463708,0.9055455923080444,0.9055455923080444
94,11.043266223907471,11.043266,1.1431052684783936,1.1431052684783936
95,10.492760772705077,10.492761,0.9658957123756409,0.9658957123756409
96,9.174113941192626,9.174113,0.8292336463928223,0.8292336463928223
97,11.415805984497071,11.415807,1.424641728401184,1.424641728401184
98,9.9790498046875,9.979051,1.0338308811187744,1.0338308811187744
99,9.118835662841796,9.118836,1.147665023803711,1.147665023803711
100,9.596372398376465,9.596372,1.2278341054916382,1.2278341054916382
101,9.689950584411621,9.689951,0.7657776474952698,0.7657776474952698
