epoch,accuracy,loss,val_accuracy,val_loss
0,0.98099,0.06234303253394319,0.9424999952316284,0.09422886330680921
1,0.98974,0.033404772545484594,0.9592000246047974,0.08494508724752814
2,0.99112,0.027964932291824153,0.9987999796867371,0.022715991782955827
3,0.99268,0.023642945982925812,0.9577999711036682,0.13861872068746015
4,0.99296,0.023535816452286234,0.9987999796867371,0.010526866449858062
5,0.99416,0.019509452574097304,0.9789999723434448,0.03708110861864407
6,0.99454,0.017678088607028984,0.9211000204086304,0.16957847052009312
7,0.99493,0.01608314645512437,0.9979000091552734,0.005705038390631671
8,0.99585,0.013710860389794107,0.9879000186920166,0.01484185151076963
9,0.99616,0.01301844637840586,0.9983999729156494,0.005305646852957579
10,0.99577,0.014038410190559807,0.998199999332428,0.009356036597800994
11,0.99586,0.01342129481243046,0.9979000091552734,0.008063930927906767
12,0.99613,0.012617477687300288,0.9883999824523926,0.032480021269759164
13,0.99648,0.012032377839278342,0.9980000257492065,0.008012445000669687
14,0.99669,0.011031400873123494,0.9873999953269958,0.021606804081369772
15,0.99708,0.01016958441643792,0.9998999834060669,0.00541350529889678
16,0.99681,0.010776821019565796,0.9980999827384949,0.01225322020117892
17,0.99682,0.01052820550533379,0.9990000128746033,0.0026835775558465684
18,0.99705,0.00945420970854757,0.9986000061035156,0.0034806693164237
19,0.9972,0.009210803112591339,0.9986000061035156,0.005998371526345182
20,0.99709,0.009752142663061203,0.9984999895095825,0.004885248251555822
21,0.99691,0.009920658516879212,0.9990000128746033,0.002942941942118523
22,0.99752,0.008282096163347933,0.9987999796867371,0.004217970371442334
23,0.99732,0.009366836861929642,0.9988999962806702,0.003348411067942834
24,0.99745,0.008819700344509965,0.9983000159263611,0.00445756306543035
25,0.99765,0.00802732960706453,0.9994999766349792,0.0016883981851401587
26,0.99743,0.008669220107873661,0.9990000128746033,0.003933790355102247
27,0.99796,0.007608480726880998,0.9995999932289124,0.0019184707102367611
28,0.99765,0.008145784616791116,0.9987999796867371,0.002938318327664092
29,0.99764,0.008424861802175155,0.9987999796867371,0.0029680920845366926
30,0.99766,0.008648654981871732,0.9986000061035156,0.00953428119621458
31,0.9978,0.007644730906958216,0.9984999895095825,0.0036055294926898114
32,0.99817,0.007120973064929376,0.9993000030517578,0.0020701566469929276
33,0.99808,0.007215101634241455,0.9995999932289124,0.002103191477877772
34,0.99769,0.00797070456329634,0.9994999766349792,0.004720563382217734
35,0.99802,0.0071470688699479526,0.9884999990463257,0.019851468071517955
36,0.99767,0.007359766963340962,0.9987000226974487,0.004779942813068828
37,0.99785,0.007602107450217364,0.9994999766349792,0.0019946642674749456
38,0.99804,0.0067263247668591705,0.9998000264167786,0.0011904876255996442
39,0.99814,0.006278395870111217,0.9995999932289124,0.0017192564230554127
