epoch,accuracy,loss,val_accuracy,val_loss
0,0.98209,0.059812825704850255,0.9564999938011169,0.06509388110339642
1,0.99339,0.022413844582187013,0.9972000122070312,0.013636874617822469
2,0.99477,0.017633494109555614,0.9986000061035156,0.012654677856713533
3,0.995,0.01678185568893794,0.8876000046730042,0.3332572036147118
4,0.99504,0.016826908886530437,0.9991999864578247,0.01120464927367866
5,0.99583,0.013889562249511945,0.9778000116348267,0.07035404557697475
6,0.99676,0.01183406815173803,0.9207000136375427,0.17253429812788965
7,0.99603,0.013711967473190744,0.9876000285148621,0.02627713357862085
8,0.99674,0.011017139039068716,0.9984999895095825,0.010115227153338492
9,0.99707,0.010169659928757464,0.987500011920929,0.014548819143511355
10,0.99724,0.009732048620249843,0.9984999895095825,0.0050935346808517355
11,0.99706,0.009739186619807733,0.968500018119812,0.10604586980901659
12,0.99692,0.010984251756176818,0.9991000294685364,0.006102990323724225
13,0.9974,0.008914705890198238,0.9991999864578247,0.0092573636864312
14,0.9976,0.008553331598426448,0.9993000030517578,0.0046948688017670066
15,0.99739,0.009422116573653183,0.9997000098228455,0.002032921353599522
16,0.99768,0.007841855847085827,0.9987000226974487,0.01607618779442273
17,0.99751,0.008538482171455399,0.9997000098228455,0.007618707910319791
18,0.99749,0.008139647114396794,0.9987999796867371,0.008710363932466134
19,0.99768,0.008145606962839374,0.9988999962806702,0.005521011121384799
20,0.99805,0.007198715205341578,0.9883999824523926,0.014868583275191485
21,0.99775,0.00809210214970226,0.9998999834060669,0.0031770115357241595
22,0.99803,0.006966291620318079,0.9998000264167786,0.0063979201503214424
23,0.99816,0.00660846122340532,0.9984999895095825,0.00735311128271278
24,0.99836,0.006154098701904295,0.9986000061035156,0.005010829651722452
25,0.99802,0.006834269056735793,0.9995999932289124,0.010425695119006559
26,0.99827,0.005848474308229052,0.9990000128746033,0.004042829709569923
27,0.99873,0.004906633176751784,0.9995999932289124,0.004564780670846812
28,0.99858,0.0054403355275013015,0.9998000264167786,0.003993620144575835
29,0.99828,0.005616344796999474,0.9994000196456909,0.0028559553001075984
30,0.99835,0.005862215561015764,0.9997000098228455,0.0015628642609517556
31,0.99847,0.005726396264976356,0.9681000113487244,0.06434908849736676
32,0.99857,0.005236569666177384,0.9991000294685364,0.0030590538905002178
33,0.99838,0.005163897671130253,0.9988999962806702,0.003376919268158963
34,0.99863,0.004732092944738106,0.9997000098228455,0.0025632644521421753
35,0.99869,0.004393375293598511,0.998199999332428,0.005522357558639487
36,0.99858,0.005143505105012445,0.9993000030517578,0.0024567582120420413
37,0.99854,0.005230381159296376,0.9994999766349792,0.0025708280053717315
38,0.99871,0.004621571637817833,0.9995999932289124,0.001423524361848831
39,0.99861,0.004973640626344714,0.9994000196456909,0.004960682052629999
